School Name,Longitude,Latitude,Sequence
David T. Denny International School,-122.37473,47.497641,509
David T. Denny International School,-122.374781,47.497517,510
David T. Denny International School,-122.374852,47.497381,511
David T. Denny International School,-122.374885,47.497325,512
David T. Denny International School,-122.374887,47.497322,513
David T. Denny International School,-122.374898,47.497305,514
David T. Denny International School,-122.374921,47.49727,515
David T. Denny International School,-122.374968,47.497195,516
David T. Denny International School,-122.375117,47.496964,517
David T. Denny International School,-122.375119,47.496961,518
David T. Denny International School,-122.37513,47.496944,519
David T. Denny International School,-122.375159,47.496899,520
David T. Denny International School,-122.3752,47.496834,521
David T. Denny International School,-122.375273,47.49672,522
David T. Denny International School,-122.375465,47.496423,523
David T. Denny International School,-122.375476,47.496405,524
David T. Denny International School,-122.375519,47.496339,525
David T. Denny International School,-122.375527,47.496334,526
David T. Denny International School,-122.375531,47.496331,527
David T. Denny International School,-122.375599,47.496284,528
David T. Denny International School,-122.375623,47.496267,529
David T. Denny International School,-122.375767,47.496167,530
David T. Denny International School,-122.376055,47.495966,531
David T. Denny International School,-122.376245,47.495834,532
David T. Denny International School,-122.376557,47.495616,533
David T. Denny International School,-122.37698,47.495322,534
David T. Denny International School,-122.377094,47.495393,535
David T. Denny International School,-122.37734,47.495547,536
David T. Denny International School,-122.379256,47.496745,537
David T. Denny International School,-122.380148,47.49762,538
David T. Denny International School,-122.382744,47.498849,539
David T. Denny International School,-122.388581,47.501612,540
David T. Denny International School,-122.389676,47.503251,541
David T. Denny International School,-122.392104,47.505606,542
David T. Denny International School,-122.39229,47.505785,543
David T. Denny International School,-122.395169,47.509425,544
David T. Denny International School,-122.396512,47.510617,545
David T. Denny International School,-122.397728,47.513144,546
David T. Denny International School,-122.398458,47.514662,547
David T. Denny International School,-122.401153,47.516431,548
David T. Denny International School,-122.401317,47.517231,549
David T. Denny International School,-122.400891,47.518131,550
David T. Denny International School,-122.397561,47.520488,551
David T. Denny International School,-122.397335,47.520708,552
David T. Denny International School,-122.396454,47.521567,553
David T. Denny International School,-122.396201,47.523176,554
David T. Denny International School,-122.396007,47.524414,555
David T. Denny International School,-122.396316,47.524688,556
David T. Denny International School,-122.397838,47.52604,557
David T. Denny International School,-122.398627,47.526469,558
David T. Denny International School,-122.402268,47.528451,559
David T. Denny International School,-122.399038,47.528556,560
David T. Denny International School,-122.398909,47.52856,561
David T. Denny International School,-122.39897,47.528607,562
David T. Denny International School,-122.398981,47.528615,563
David T. Denny International School,-122.398916,47.528624,564
David T. Denny International School,-122.397732,47.528617,565
David T. Denny International School,-122.392733,47.528589,566
David T. Denny International School,-122.392734,47.528577,567
David T. Denny International School,-122.392734,47.528573,568
David T. Denny International School,-122.392734,47.528573,569
David T. Denny International School,-122.392704,47.528572,570
David T. Denny International School,-122.392282,47.52857,571
David T. Denny International School,-122.391576,47.528565,572
David T. Denny International School,-122.391528,47.528565,573
David T. Denny International School,-122.390449,47.528558,574
David T. Denny International School,-122.390429,47.528558,575
David T. Denny International School,-122.390428,47.528557,576
David T. Denny International School,-122.390418,47.528549,577
David T. Denny International School,-122.390418,47.528534,578
David T. Denny International School,-122.390413,47.528311,579
David T. Denny International School,-122.39019,47.52831,580
David T. Denny International School,-122.390191,47.528255,581
David T. Denny International School,-122.390067,47.528254,582
David T. Denny International School,-122.390046,47.528254,583
David T. Denny International School,-122.389786,47.528253,584
David T. Denny International School,-122.389787,47.528191,585
David T. Denny International School,-122.389787,47.528179,586
David T. Denny International School,-122.389787,47.528111,587
David T. Denny International School,-122.389373,47.528109,588
David T. Denny International School,-122.389347,47.528109,589
David T. Denny International School,-122.389263,47.528109,590
David T. Denny International School,-122.389261,47.528109,591
David T. Denny International School,-122.389196,47.528081,592
David T. Denny International School,-122.38919,47.528078,593
David T. Denny International School,-122.388616,47.527835,594
David T. Denny International School,-122.388616,47.527883,595
David T. Denny International School,-122.388616,47.527902,596
David T. Denny International School,-122.388616,47.527917,597
David T. Denny International School,-122.388575,47.527917,598
David T. Denny International School,-122.388499,47.527916,599
David T. Denny International School,-122.388089,47.527921,600
David T. Denny International School,-122.388093,47.527913,601
David T. Denny International School,-122.388093,47.527913,602
David T. Denny International School,-122.388086,47.527913,603
David T. Denny International School,-122.388093,47.527611,604
David T. Denny International School,-122.388139,47.527603,605
David T. Denny International School,-122.388147,47.527602,606
David T. Denny International School,-122.388242,47.527585,607
David T. Denny International School,-122.38825,47.527584,608
David T. Denny International School,-122.388163,47.527491,609
David T. Denny International School,-122.388117,47.527444,610
David T. Denny International School,-122.387705,47.527007,611
David T. Denny International School,-122.387562,47.527007,612
David T. Denny International School,-122.387561,47.527007,613
David T. Denny International School,-122.387411,47.527007,614
David T. Denny International School,-122.387411,47.527014,615
David T. Denny International School,-122.387411,47.52707,616
David T. Denny International School,-122.387407,47.527387,617
David T. Denny International School,-122.387407,47.527395,618
David T. Denny International School,-122.387403,47.527396,619
David T. Denny International School,-122.387189,47.527475,620
David T. Denny International School,-122.386787,47.527622,621
David T. Denny International School,-122.386768,47.527679,622
David T. Denny International School,-122.386751,47.527728,623
David T. Denny International School,-122.38587,47.527554,624
David T. Denny International School,-122.385857,47.527547,625
David T. Denny International School,-122.385806,47.527517,626
